anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
259,Happy☆Lesson,UNKNOWN,HAPPY☆LESSON,6.6,"Comedy, Romance","One guy. Five girls. One roof. It's a recycled idea, but it never gets old. Happy Lesson is a kinetic take on an old genre.

Chitose shares his house with five ladies. One might think the continued attention of this many girls would be a good thing, but too much attention can prove to be painful. Did I mention they're also instructors at his school (hence the title)? Not only is he the subject of their abuse at home, but at school as well. Even when things finally calm down at night, all the rooms are taken so Chitose must sleep on the couch.

(Source: AniDB)",OVA,5.0,"Jul 19, 2001 to May 23, 2003",UNKNOWN,Finished Airing,KSS,UNKNOWN,"Studio Kyuuma, Venet, Chaos Project",Unknown,30 min per ep,PG-13 - Teens 13 or older,5824.0,5696,14,4538.0,11553,https://cdn.myanimelist.net/images/anime/6/15349.jpg
260,Happy☆Lesson (TV),UNKNOWN,HAPPY☆LESSON,6.61,"Comedy, Drama, Romance","Hitotose Chitose was always alone and untrusting of people but when 5 female teachers appear and started living together with him in his family's house as his mothers, things started to change and pick up, together with Hazuki-nee and Minazuki (his 2 sisters) everyday is a lesson. 

(Source: ANN)",TV,13.0,"Apr 1, 2002 to Jun 30, 2002",spring 2002,Finished Airing,KSS,ADV Films,Studio Hibari,Manga,23 min per ep,PG-13 - Teens 13 or older,5802.0,3951,28,11919.0,27610,https://cdn.myanimelist.net/images/anime/3/75576.jpg
261,Happy☆Lesson Advance,UNKNOWN,HAPPY☆LESSON ADVANCE,6.77,"Comedy, Romance","Hitotose Chitose is now living together with his 5 teachers as his mothers when a mysterious girl appears and becomes their neighbor which turns out that that person is Nagatsuki Kuron who wants Mu-chan to be her mother so another sibling rivalry ensues as to who would end up as Mu-chan's child. 

(Source: ANN)",TV,13.0,"Jul 3, 2003 to Sep 28, 2003",summer 2003,Finished Airing,"KSS, Studio Jack",UNKNOWN,Studio Hibari,Manga,24 min per ep,PG-13 - Teens 13 or older,4989.0,5154,6,6340.0,14767,https://cdn.myanimelist.net/images/anime/7/75575.jpg
262,Happy☆Lesson The Final,UNKNOWN,HAPPY☆LESSON THE FINAL,6.76,"Comedy, Romance","When Mitsuki learns that the highschool is going to destroy the old school building, she is saddened at the thought of so many memories being erased. Chitose and the rest of the moms spring into action to stop the demolition. During their efforts, Fumitsuki, Chitose, and Mitsuki finally realize their true feelings.

(Source: ANN)",OVA,3.0,"May 25, 2004 to Oct 22, 2004",UNKNOWN,Finished Airing,KSS,UNKNOWN,Studio Ranmaru,Manga,30 min per ep,PG-13 - Teens 13 or older,5057.0,6204,7,4195.0,9405,https://cdn.myanimelist.net/images/anime/11/75578.jpg
263,Hajime no Ippo,Fighting Spirit,はじめの一歩 THE FIGHTING!,8.76,Sports,"In his father's absence, teenager Ippo Makunouchi works hard to help his mother run her fishing boat rental business. Ippo's timid nature, his lack of sleep, and the sea smell make him an easy target for relentless bullies who leave him bruised and beaten on a daily basis. Mamoru Takamura, an up-and-coming boxer, rescues Ippo from a violent after-school incident and takes him back to the Kamogawa Boxing Gym for recovery. Takamura and his fellow boxers, Masaru Aoki and Tatsuya Kimura, are stunned by Ippo's powerful punches—a result of strong muscles developed through years serving his physically taxing family business. 

Following brief training under Takamura, Ippo impresses the other boxers in a practice match against prodigy Ichirou Miyata. He gains a rival in Miyata and a coach in Genji Kamogawa, the gym owner and a former boxer himself. As Ippo takes the first steps in his official boxing career, he faces off against a series of challenging opponents, each more powerful than the last. Victory, loss, and a cycle of dedicated training await Ippo on his journey to achieve greatness. With his tough body and unstoppable fighting spirit, the kind young man seeks to take on the world.",TV,75.0,"Oct 4, 2000 to Mar 27, 2002",fall 2000,Finished Airing,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,40.0,369,20143,267388.0,546859,https://cdn.myanimelist.net/images/anime/4/86334.jpg
264,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,はじめの一歩 -Champion Road-,8.26,Sports,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan. 
Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. 

Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.",Special,1.0,"Apr 18, 2003",UNKNOWN,Finished Airing,UNKNOWN,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,1 hr 30 min,PG-13 - Teens 13 or older,284.0,1607,214,78294.0,128893,https://cdn.myanimelist.net/images/anime/9/2361.jpg
265,Hajime no Ippo: Mashiba vs. Kimura,UNKNOWN,はじめの一歩 間柴vs木村 死刑執行,8.23,Sports,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing.

But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?",OVA,1.0,"Sep 5, 2003",UNKNOWN,Finished Airing,UNKNOWN,Discotek Media,Madhouse,Manga,1 hr 1 min,PG-13 - Teens 13 or older,316.0,1897,173,63547.0,103049,https://cdn.myanimelist.net/images/anime/4/64737.jpg
266,Gunparade March: Arata Naru Kougunka,Gunparade March: A New Song for the March,ガンパレード・マーチ -新たなる行軍歌-,6.73,"Action, Drama, Romance, Sci-Fi","It began in 1945, at the end of the Pacific War. Alien invaders filled the earth's Skies, and mankind was forced to confront an unprecedented threat. For the first time in human history, people of all cultures came together under one banner.

This war has now been raging for over fifty years. Countless lives have been lost, and the Japanese military is now forced to rely on young people such as Atsushi Hayami and his high school class, also known as Unit 5121. This new generation fearlessly struggles on with the aid of the HWT humanoid combat machines and the devastating PBE bomb.

(Source: Media Blasters)",TV,12.0,"Feb 6, 2003 to Apr 24, 2003",winter 2003,Finished Airing,"Rondo Robe, d-rights","Media Blasters, Maiden Japan",J.C.Staff,Game,23 min per ep,PG-13 - Teens 13 or older,5201.0,4978,22,6031.0,16232,https://cdn.myanimelist.net/images/anime/13/75520.jpg
267,Gungrave,Gungrave,ガングレイヴ,7.83,"Action, Drama, Sci-Fi","Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. Their whole lives before then were simple and easygoing, consisting largely of local brawls, seducing women, and committing petty theft to make a living and pass the time. What they failed to realize is that in this cruel world, happiness is fleeting, and change is inevitable.

Enter Millennion, the largest and most infamous mafia syndicate in the area, which accepts Brandon and Harry into their ranks and starts them at the bottom of the food chain. Harry has ambitions to ascend the ranks and one day replace Big Daddy as the supreme leader of Millennion, while Brandon only wishes to support his friend and appease Big Daddy who has taken custody of the woman Brandon loves.

Based off the third-person shooter video game under the same name, Gungrave is an epic story of friendship, betrayal, and avarice that spans the course of several years, ultimately tying back to the gripping and foreboding first episode, all the while building up to the story's thrilling conclusion.",TV,26.0,"Oct 7, 2003 to Mar 30, 2004",fall 2003,Finished Airing,Tohokushinsha Film Corporation,"Funimation, Geneon Entertainment USA",Madhouse,Game,25 min per ep,R - 17+ (violence & profanity),859.0,1203,2355,67771.0,183979,https://cdn.myanimelist.net/images/anime/11/75724.jpg
268,Golden Boy,Golden Boy,ゴールデンボーイ,8.04,"Adventure, Comedy, Ecchi","Kintarou Ooe is a specialist in part-time work, riding all over the highways and byways of Japan on his trusty steed, the Mikazuki 5, and finding employment wherever he can. His adventures bring him knowledge and experience that can't be taught in a classroom, from political corruption to the delicacy of a young woman's heart. With nothing but the open road before him—not to mention the many beautiful women along the way—Kintarou pursues his spirit of education while attempting to hold down his various odd jobs, however undignified they may be. As he learns from each task he takes on, who knows what could happen? He might even be able to save the world one day. One thing is for sure—this will all be very educational!",OVA,6.0,"Oct 27, 1995 to Jun 28, 1996",UNKNOWN,Finished Airing,"KSS, Shueisha","ADV Films, Media Blasters, Discotek Media",APPP,Manga,28 min per ep,R+ - Mild Nudity,536.0,576,5611,203863.0,374385,https://cdn.myanimelist.net/images/anime/3/62867.jpg
269,Bleach,Bleach,BLEACH - ブリーチ -,7.92,"Action, Adventure, Fantasy","Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.

However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.",TV,366.0,"Oct 5, 2004 to Mar 27, 2012",fall 2004,Finished Airing,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",VIZ Media,Pierrot,Manga,24 min per ep,PG-13 - Teens 13 or older,686.0,39,68896,1069200.0,1856976,https://cdn.myanimelist.net/images/anime/3/40451.jpg
270,Hellsing,Hellsing,Hellsing [ヘルシング],7.49,"Action, Horror, Supernatural","Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader of the organization, Sir Integra Fairbrook Wingates Hellsing, dispatches her most formidable asset: a powerful vampire known as Alucard.

Armed with only a single handgun, Alucard wreaks havoc on the monsters plaguing Cheddar. However, a young police officer, Seras Victoria, gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl, Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing.

Though it was her decision, Seras struggles with the fact that she is no longer human. Nevertheless, she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.",TV,13.0,"Oct 11, 2001 to Jan 17, 2002",fall 2001,Finished Airing,"Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,Manga,23 min per ep,R - 17+ (violence & profanity),1744.0,265,5922,357081.0,695560,https://cdn.myanimelist.net/images/anime/10/19956.jpg
